Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,BuildingArea_missing,time,time_cont,time_cos,time_sq
Blackburn North,31 Primula St,5,h,1555000.0,S,Buxton,2017-09-23,13.4,3130,5,2,2,602.0,206.21052631578948,1960,-37.80425,145.14477,Eastern Metropolitan,2867,1,737003,0.8672340425531915,0.671775606531289,0.7520948845631508
Surrey Hills,7 Empress Rd,3,h,1910000.0,S,Marshall,2016-08-06,11.2,3127,3,2,1,404.0,140.47368421052633,1970,-37.8203,145.088,Southern Metropolitan,5457,1,736116,0.1123404255319149,0.7610567432439833,0.012620371208691717
Moorabbin,2/17 Barilla Rd,2,u,655000.0,S,Buxton,2016-10-08,14.6,3189,2,1,1,1202.0,146.42105263157896,2012,-37.9412,145.0465,Southern Metropolitan,2555,1,736200,0.18382978723404256,0.4038850357274254,0.033793390674513354
Brunswick,5 Black St,3,h,1700000.0,S,Collins,2016-06-18,5.2,3056,3,2,1,195.0,195.0,1945,-37.7763,144.9597,Northern Metropolitan,11918,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
St Kilda,13/62 Wellington St,1,u,461000.0,SP,McGrath,2016-11-27,6.1,3182,1,1,1,54.578947368421055,54.578947368421055,1935,-37.8571,144.987,Southern Metropolitan,13240,1,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Box Hill,12 Pendle St,4,h,1506000.0,S,hockingstuart,2016-09-17,13.1,3128,4,2,3,669.0,178.78947368421052,1960,-37.81800000000001,145.1354,Eastern Metropolitan,4605,1,736458,0.4034042553191489,-0.8214034466813358,0.16273499320959708
Templestowe,19 Athenry Tce,3,h,1280000.0,S,Barry,2017-07-08,15.5,3106,3,2,2,926.0,188.26315789473685,2008,-37.75091,145.16761,Eastern Metropolitan,6202,1,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Malvern East,2D Paxton St,4,t,2560000.0,PI,Abercromby's,2017-02-25,11.2,3145,4,3,2,427.0,337.0,2012,-37.8704,145.0503,Southern Metropolitan,8801,0,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Rosanna,68 Finlayson St,3,h,860000.0,S,Miles,2016-07-16,11.4,3084,3,1,2,583.0,121.86842105263158,1968,-37.7346,145.0715,Eastern Metropolitan,3540,1,736404,0.3574468085106383,-0.6249817922263514,0.12776822091444093
Kensington,41 Kensington Rd,3,h,902500.0,S,Rendina,2017-04-22,4.2,3031,3,1,1,125.0,125.0,2003,-37.7954,144.9259,Northern Metropolitan,5263,0,736913,0.7906382978723404,0.25257242193692536,0.6251089180624717
Bulleen,2/11 Elizabeth St,4,t,950000.0,PI,Barry,2017-05-27,10.8,3105,4,2,2,189.0,134.10526315789474,2011,-37.76048,145.08476000000005,Eastern Metropolitan,4480,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Yarraville,25 Norfolk St,3,h,950000.0,SP,Village,2016-04-16,7.0,3013,3,1,2,240.0,84.0,1880,-37.8202,144.8896,Western Metropolitan,6543,0,736368,0.32680851063829786,-0.4640856639701093,0.10680380262562245
Greenvale,21 Destination Dr,4,h,840500.0,S,YPA,2017-06-24,20.4,3059,4,2,2,494.0,298.21,2014,-37.61424,144.88705,Northern Metropolitan,4864,0,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Camberwell,1065 Toorak Rd,5,h,2361000.0,SP,Fletchers,2017-06-17,7.7,3124,5,3,2,844.0,203.0,1920,-37.84753,145.07198,Southern Metropolitan,8920,0,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Fitzroy North,168 Scotchmer St,3,h,1581000.0,S,Jellis,2016-05-28,3.5,3068,3,1,0,193.0,132.0,1910,-37.7836,144.985,Northern Metropolitan,6244,0,736740,0.6434042553191489,-0.6207984922906896,0.41396903576278854
Blackburn North,1 Diana Dr,4,h,1280000.0,SP,Noel,2017-06-17,13.4,3130,4,2,1,797.0,164.0,1960,-37.80755,145.1638,Eastern Metropolitan,2867,0,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Airport West,11 Grange Rd,3,h,975500.0,S,Barry,2017-08-26,10.4,3042,3,1,1,697.0,132.75105263157894,1910,-37.73254,144.88321000000005,Western Metropolitan,3464,1,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Pascoe Vale,215 Derby St,3,h,840000.0,PI,Brad,2017-07-29,8.5,3044,3,1,1,438.0,131.26315789473685,1950,-37.71962,144.94756,Northern Metropolitan,7485,1,737159,1.0,1.0,1.0
Elwood,9/400 Barkly St,1,u,392500.0,SP,Biggin,2016-12-03,7.7,3184,1,1,0,54.578947368421055,54.578947368421055,1970,-37.882,144.9785,Southern Metropolitan,8989,1,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Dandenong North,52 Simpson Dr,3,h,760000.0,SP,O'Brien,2017-07-01,24.7,3175,3,1,2,751.0,159.57894736842104,1984,-37.96609,145.21997,South-Eastern Metropolitan,8322,1,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Bulleen,15 Riverview Tce,2,h,980000.0,S,Fletchers,2016-06-18,11.8,3105,3,1,1,551.0,152.21052631578948,1975,-37.7739,145.0962,Eastern Metropolitan,4480,1,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Hawthorn East,3/348 Riversdale Rd,2,u,665500.0,S,hockingstuart,2017-03-04,7.5,3123,2,1,2,945.0,180.94736842105263,1960,-37.8308,145.0508,Southern Metropolitan,6482,1,736361,0.32085106382978723,-0.43061164574291433,0.1029454051607062
Balwyn,18 Metung St,5,h,3600000.0,SP,Marshall,2016-12-10,9.7,3103,5,3,2,678.0,227.47368421052633,1958,-37.8063,145.0705,Southern Metropolitan,5682,1,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Alphington,55 Bennett St,4,h,1975000.0,S,Nelson,2017-05-20,6.4,3078,4,2,2,600.0,189.3878947368421,1960,-37.771,145.0318,Northern Metropolitan,2211,1,736865,0.7497872340425532,-0.0013368475395042162,0.5621808963331825
Glen Iris,60 Madeline St,3,h,1420000.0,S,Buxton,2016-06-27,9.2,3146,3,1,2,615.0,607.0,1940,-37.8578,145.0919,Southern Metropolitan,10412,0,736722,0.6280851063829788,-0.6932680292037041,0.39449090086011773
Bulleen,28 Flinders St,2,h,903000.0,S,Barry,2016-07-26,11.8,3105,2,1,1,591.0,140.0,1965,-37.7679,145.0978,Eastern Metropolitan,4480,0,736704,0.6127659574468085,-0.7593196378058058,0.3754821186057039
Maribyrnong,5 Kallara Gr,3,t,730000.0,S,Nelson,2016-11-07,8.7,3032,3,1,2,250.0,132.0,2000,-37.7861,144.8897,Western Metropolitan,4918,0,736182,0.16851063829787233,0.4899328822003795,0.028395835219556357
Ascot Vale,91A Walter St,3,h,1082000.0,S,Nelson,2017-05-27,4.3,3032,3,2,2,254.0,120.0,2000,-37.77549000000001,144.90865,Western Metropolitan,6567,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Sunshine West,7 The Mews,3,h,710000.0,SP,S&L,2017-04-29,13.5,3020,3,1,4,990.0,202.46263157894737,2015,-37.7928,144.8068,Western Metropolitan,6763,1,737123,0.9693617021276596,0.9815278520011361,0.9396621095518335
Avondale Heights,11 South Tce,3,h,850000.0,SP,Moonee,2017-02-25,10.5,3034,3,2,8,585.0,125.42105263157895,2011,-37.751,144.8571,Western Metropolitan,4502,1,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Carlton North,235 Amess St,4,h,3450000.0,S,Nelson,2017-05-13,3.2,3054,4,2,1,515.0,203.0,1905,-37.7817,144.9742,Northern Metropolitan,3106,0,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Reservoir,24 Home St,4,h,1162000.0,S,Barry,2016-11-27,11.2,3073,4,3,4,695.0,220.65894736842108,2000,-37.7264,145.0198,Northern Metropolitan,21650,1,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Doveton,5 Hakea St,3,h,469000.0,SP,C21,2017-09-16,28.8,3177,3,1,2,585.0,101.0,1959,-37.99515,145.23244,South-Eastern Metropolitan,3533,0,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Keilor East,11 Wunnamurra Dr,3,h,933000.0,SP,Nelson,2017-09-16,11.7,3033,3,1,2,613.0,139.05263157894737,2000,-37.7349,144.86225,Western Metropolitan,5629,1,736793,0.6885106382978723,-0.37680909574734694,0.47404689904934355
Brunswick West,871 Park St,4,h,1700000.0,PI,Jellis,2017-02-25,5.9,3055,4,2,2,621.0,184.0,1920,-37.7764,144.9479,Northern Metropolitan,7082,0,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Kealba,3 Stenson Rd,3,h,515000.0,S,Sweeney,2016-12-10,15.0,3021,3,1,4,597.0,114.0,1975,-37.7392,144.8241,Western Metropolitan,1202,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Mount Waverley,23 Baily St,3,h,1530000.0,S,Ray,2017-06-17,14.2,3149,3,1,2,810.0,157.21052631578948,1965,-37.86838,145.14664,Eastern Metropolitan,13366,1,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Brighton,552 New St,3,h,2445000.0,S,Marshall,2017-05-13,11.2,3186,3,3,2,440.0,152.47368421052633,1985,-37.8868,144.9968,Southern Metropolitan,10579,1,736655,0.571063829787234,-0.9019608494836844,0.326113897691263
Balwyn,3/14 Weir St,3,t,1385000.0,S,Jellis,2017-02-25,9.7,3103,3,2,2,190.0,116.57894736842105,1880,-37.8164,145.0846,Southern Metropolitan,5682,1,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Brighton East,14 Milroy St,4,h,2504000.0,S,Marshall,2016-12-03,10.7,3187,4,2,2,674.0,183.0,1950,-37.9022,145.0125,Southern Metropolitan,6938,0,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
Lower Plenty,54 Edwards St,4,h,1129000.0,S,Fletchers,2017-07-29,14.6,3093,4,2,2,792.0,236.10526315789474,1960,-37.72608,145.12115,Eastern Metropolitan,1624,1,737159,1.0,1.0,1.0
Glenroy,65 Farview St,3,h,762700.0,SP,Stockdale,2017-02-25,13.0,3046,3,1,4,597.0,100.0,1960,-37.7097,144.9351,Northern Metropolitan,8870,0,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Kilsyth,16 Regina St,3,h,780000.0,SP,McGrath,2017-08-19,26.0,3137,3,2,1,862.0,162.0,1986,-37.80212,145.33016999999995,Eastern Metropolitan,4654,0,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
Kew,61 Molesworth St,3,h,3650000.0,VB,Jellis,2016-08-22,5.6,3101,3,2,3,1353.0,282.0,1960,-37.8006,145.0218,Southern Metropolitan,10331,0,736596,0.5208510638297872,-0.9914303140822635,0.271285830692621
Kew,176 Peel St,5,h,2550000.0,PI,Marshall,2016-06-18,5.6,3101,5,4,2,597.0,342.0,2016,-37.7937,145.0353,Southern Metropolitan,10331,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Seddon,11 Hotham St,3,h,1395000.0,SP,Jas,2016-04-16,6.6,3011,3,1,2,467.0,155.0,1946,-37.8093,144.8941,Western Metropolitan,2417,0,736368,0.32680851063829786,-0.4640856639701093,0.10680380262562245
Brunswick West,378 Albion St,3,h,875000.0,VB,Nelson,2017-09-09,5.2,3055,3,1,1,275.0,106.0,1910,-37.75918,144.94829,Northern Metropolitan,7082,0,736583,0.5097872340425532,-0.9981097779620154,0.2598830239927569
St Kilda,8/289 Barkly St,2,u,470000.0,VB,McGrath,2017-07-15,5.0,3182,2,1,0,67.0,67.0,1950,-37.87349,144.9798,Southern Metropolitan,13240,0,736739,0.6425531914893617,-0.6249817922263516,0.4128746038931644
Mill Park,11 Woolnough Dr,3,h,602000.0,S,Ray,2017-07-08,17.9,3082,3,1,1,546.0,136.0,1977,-37.65359,145.04276000000004,Northern Metropolitan,10529,0,736529,0.46382978723404256,-0.9742864627848509,0.21513807152557718
Fitzroy North,10 Delbridge St,2,h,1315000.0,S,Jellis,2016-10-15,3.5,3068,2,1,0,143.0,97.73684210526316,1970,-37.7887,144.9888,Northern Metropolitan,6244,1,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Northcote,52 Charles St,2,h,1211000.0,S,Jellis,2016-09-24,5.5,3070,2,1,1,178.0,100.0,1900,-37.777,144.9922,Northern Metropolitan,11364,0,736668,0.5821276595744681,-0.8697882538649374,0.3388726120416478
Footscray,116/55 Hopkins St,2,u,395000.0,SP,Greg,2016-05-28,6.4,3011,2,2,1,79.0,79.0,2009,-37.8006,144.9053,Western Metropolitan,7570,0,736740,0.6434042553191489,-0.6207984922906896,0.41396903576278854
Glen Iris,11/46 Edgar St,2,u,501000.0,S,hockingstuart,2017-05-27,7.3,3146,2,1,1,69.78947368421052,69.78947368421052,1995,-37.85285,145.04608000000005,Southern Metropolitan,10412,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Cheltenham,30 Nancy St,3,h,1050000.0,PI,Barry,2017-07-22,17.9,3192,3,1,2,539.0,169.0,1970,-37.97223,145.07895,Southern Metropolitan,9758,0,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Richmond,12 Longfield St,3,h,1540000.0,S,hockingstuart,2017-02-25,2.6,3121,3,1,1,154.52631578947367,154.52631578947367,1950,-37.8214,145.0119,Northern Metropolitan,14949,1,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Balwyn,34 Nott St,4,h,2275000.0,VB,Jellis,2017-02-25,9.7,3103,4,2,1,842.0,210.52631578947367,1925,-37.8054,145.0771,Southern Metropolitan,5682,1,736979,0.8468085106382979,0.5714451753481167,0.7170846536894523
Glen Iris,6 Audrey Cr,5,h,3000000.0,VB,Jellis,2017-09-09,7.3,3146,5,3,2,775.0,211.82105263157894,1923,-37.85855,145.07775,Southern Metropolitan,10412,1,736583,0.5097872340425532,-0.9981097779620154,0.2598830239927569
Kew,23 Uvadale Gr,5,h,3800000.0,VB,Jellis,2017-05-06,5.6,3101,5,5,3,609.0,424.0,1970,-37.8064,145.0451,Southern Metropolitan,10331,0,736445,0.3923404255319149,-0.7798031244015404,0.15393100950656405
Cheltenham,2/14 Jack Rd,3,t,950000.0,S,Chisholm,2017-07-01,17.9,3192,3,3,2,160.0,149.0,2013,-37.96062,145.04296000000005,Southern Metropolitan,9758,0,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Murrumbeena,3 Atkinson St,3,h,1410000.0,S,Woodards,2017-06-24,10.1,3163,3,1,1,579.0,131.93157894736842,2000,-37.90353,145.07006,Southern Metropolitan,4442,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Altona North,1/95 Mills St,3,h,588000.0,S,Williams,2016-05-07,11.1,3025,3,1,1,328.0,118.0,1970,-37.838,144.8555,Western Metropolitan,5132,0,736110,0.1072340425531915,0.7814741351438854,0.011499139882299685
Ivanhoe East,6 Oakdene Pl,3,h,2525000.0,VB,Miles,2017-06-03,7.8,3079,3,2,1,805.0,261.0,1930,-37.7714,145.05963,Eastern Metropolitan,1554,0,736367,0.32595744680851063,-0.45934238352144185,0.10624825712992304
Wheelers Hill,12 Erskine Cr,4,h,1200000.0,S,Ray,2017-08-19,16.7,3150,4,2,2,650.0,193.3394736842105,2000,-37.91026,145.19298,South-Eastern Metropolitan,7392,1,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
Bentleigh,38 Leckie St,3,h,1390000.0,S,Buxton,2016-10-15,13.0,3204,3,1,2,723.0,177.13684210526316,1925,-37.9203,145.048,Southern Metropolitan,6795,1,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
North Melbourne,16 Scotia St,3,h,1325000.0,S,Nelson,2016-12-10,2.3,3051,3,2,1,97.0,139.0,2011,-37.8014,144.94899999999996,Northern Metropolitan,6821,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Malvern East,15 Prior Rd,3,h,1335000.0,S,Stockdale,2016-11-27,11.2,3145,3,2,2,606.0,133.0,1965,-37.8831,145.0879,Southern Metropolitan,8801,0,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Doncaster,8/3 Carnarvon St,3,u,700000.0,PI,Barry,2016-06-04,13.9,3108,3,2,2,119.0,119.0,2007,-37.7862,145.1235,Eastern Metropolitan,9028,0,736032,0.04085106382978723,0.9672394771248867,0.0016688094160253507
Oakleigh,13 Hilbert Ct,3,h,1033000.0,S,Buxton,2017-03-18,14.0,3166,3,1,2,548.0,115.0,1975,-37.8951,145.101,Southern Metropolitan,3224,0,736781,0.6782978723404255,-0.4354316867829626,0.46008800362154817
Brighton East,23 Camperdown St,4,t,2570000.0,S,Gary,2016-11-12,10.7,3187,4,3,2,898.0,191.47368421052633,1980,-37.9176,145.0087,Southern Metropolitan,6938,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Wantirna,6 Priscilla Ct,4,h,1150000.0,S,Harcourts,2017-08-19,14.7,3152,4,2,2,842.0,210.52631578947367,2010,-37.85733,145.22616000000005,Eastern Metropolitan,5424,1,736871,0.7548936170212766,0.030742657968892046,0.5698643730194658
South Yarra,62 Powell St,3,h,1945000.0,S,Jellis,2016-05-22,3.3,3141,3,2,1,194.0,148.0,1890,-37.8395,144.9898,Southern Metropolitan,14887,0,736560,0.4902127659574468,-0.9981097779620154,0.2403085559076505
Glen Iris,2/15 Scott Gr,3,t,1253000.0,S,Abercromby's,2017-04-08,9.2,3146,3,2,2,131.0,131.0,1995,-37.8574,145.0494,Southern Metropolitan,10412,0,736493,0.43319148936170215,-0.9131825981836027,0.1876548664554097
Hawthorn,7/28 Elm St,1,u,395000.0,S,Peter,2017-07-01,5.3,3122,1,1,1,910.0,167.42105263157896,2011,-37.81333,145.01932,Southern Metropolitan,11308,1,736319,0.2851063829787234,-0.21879551877107517,0.08128564961521051
Flemington,5/69 Edinburgh St,2,u,350000.0,VB,Jellis,2016-07-26,4.4,3031,2,1,1,69.78947368421052,69.78947368421052,1970,-37.7857,144.9244,Northern Metropolitan,3593,1,736704,0.6127659574468085,-0.7593196378058058,0.3754821186057039
Brunswick,3 Ballarat St,1,t,625000.0,PI,Jellis,2016-06-18,5.2,3056,1,1,1,82.0,114.0,1930,-37.7661,144.9614,Northern Metropolitan,11918,0,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
St Kilda,55 Havelock St,3,h,1180000.0,PI,Greg,2017-07-22,5.0,3182,3,2,1,128.0,110.72368421052632,1885,-37.86545,144.98126000000005,Southern Metropolitan,13240,1,736949,0.8212765957446808,0.43302321402763627,0.6744952467179719
Kensington,17/29 Bendall St,3,u,570000.0,VB,Hodges,2017-03-11,4.2,3031,3,1,2,101.42105263157895,101.42105263157895,1990,-37.7897,144.9239,Northern Metropolitan,5263,1,736571,0.49957446808510636,-0.9999964256773123,0.24957464916251695
Noble Park,46 Jacana St,4,h,650000.0,S,C21,2017-07-15,22.7,3174,4,1,2,660.0,170.94736842105263,1980,-37.97918,145.18825,South-Eastern Metropolitan,11806,1,736739,0.6425531914893617,-0.6249817922263516,0.4128746038931644
Glen Iris,23 Flowerdale Rd,5,h,3860000.0,S,Marshall,2016-11-19,9.2,3146,5,4,2,830.0,520.0,2009,-37.8563,145.072,Southern Metropolitan,10412,0,736542,0.4748936170212766,-0.9875835554120111,0.22552394748755092
Keilor Downs,1/37 Thornhill Dr,3,h,575000.0,SP,Brad,2017-06-24,15.5,3038,3,1,1,307.0,126.36842105263158,1990,-37.72545,144.80397,Western Metropolitan,3656,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Camberwell,26 Oxford St,3,h,1622000.0,S,Buxton,2017-05-27,7.7,3124,3,2,2,446.0,142.0894736842105,1907,-37.84473,145.09218,Southern Metropolitan,8920,1,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Balwyn North,33 Cityview Rd,3,h,1900000.0,S,Jellis,2017-08-26,9.7,3104,3,1,1,663.0,151.62105263157895,1900,-37.79131,145.07861,Southern Metropolitan,7809,1,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Williamstown,13/8 The Strand,2,t,830000.0,SP,Greg,2016-11-07,8.0,3016,2,1,1,84.0,110.0,1980,-37.8581,144.9015,Western Metropolitan,6380,0,736182,0.16851063829787233,0.4899328822003795,0.028395835219556357
Reservoir,85 Radford Rd,5,h,791000.0,S,Ray,2016-06-18,11.2,3073,4,3,1,961.0,209.21052631578948,1960,-37.7024,144.984,Northern Metropolitan,21650,1,736452,0.3982978723404255,-0.8026846115991687,0.1586411951109099
Ormond,16 Sherwood St,3,h,1535000.0,S,Marshall,2016-10-15,11.8,3204,3,1,2,578.0,140.0,1935,-37.9047,145.0274,Southern Metropolitan,3578,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
Sunshine,2 Colin St,4,h,990000.0,S,FN,2017-04-08,12.6,3020,4,1,6,654.0,189.0,1950,-37.7803,144.8415,Western Metropolitan,3755,0,736493,0.43319148936170215,-0.9131825981836027,0.1876548664554097
Kingsville,1/68 Edgar St,2,h,677200.0,SP,Sweeney,2016-12-03,7.8,3012,2,2,1,180.0,179.0,2011,-37.8115,144.8763,Western Metropolitan,1808,0,736074,0.07659574468085106,0.8864099433524301,0.0058669081032141236
South Yarra,1/63 Millswyn St,2,u,805000.0,S,Williams,2016-11-12,3.3,3141,2,1,1,69.78947368421052,69.78947368421052,1970,-37.8359,144.9801,Southern Metropolitan,14887,1,736332,0.29617021276595745,-0.2860442175758541,0.0877167949298325
Kew,1/18 Howard St,2,u,600000.0,S,Nelson,2017-06-24,5.4,3101,2,1,1,847.0,188.3684210526316,1930,-37.80798,145.02347,Southern Metropolitan,10331,1,736997,0.8621276595744681,0.6476673151720171,0.74326410140335
Box Hill,55 Albion Rd,4,h,1600000.0,S,Fletchers,2016-04-16,13.1,3128,4,2,1,692.0,195.0,1890,-37.8247,145.1281,Eastern Metropolitan,4605,0,736368,0.32680851063829786,-0.4640856639701093,0.10680380262562245
Vermont South,9 Winswood Cl,4,h,1250000.0,PI,Philip,2017-08-26,17.2,3133,4,2,2,986.0,182.3684210526316,2016,-37.84679000000001,145.20051,Eastern Metropolitan,4280,1,737081,0.9336170212765957,0.9142689994009664,0.8716407424173834
Footscray,6/6 Rosamond Rd,2,t,455000.0,S,Biggin,2017-05-27,5.1,3011,2,1,1,43.0,86.0,2010,-37.78822,144.88361,Western Metropolitan,7570,0,737075,0.9285106382978724,0.9008030774472426,0.8621320054323224
Kew,7 Gladstone St,3,h,1565000.0,S,Jellis,2016-06-27,5.6,3101,3,1,1,535.0,122.57894736842105,1947,-37.8027,145.0404,Southern Metropolitan,10331,1,736722,0.6280851063829788,-0.6932680292037041,0.39449090086011773
Coburg,28 Rodda St,3,h,985000.0,S,Jellis,2016-11-27,7.8,3058,3,1,1,309.0,130.73684210526315,1880,-37.7434,144.9697,Northern Metropolitan,11204,1,736782,0.6791489361702128,-0.43061164574291494,0.46124327750113175
Heidelberg,35 Beverley Rd,3,h,1000000.0,S,Miles,2016-07-16,10.6,3084,3,2,1,422.0,138.0,1972,-37.7518,145.0768,Eastern Metropolitan,2890,1,736404,0.3574468085106383,-0.6249817922263514,0.12776822091444093
Altona North,31 Duosa Rd,3,h,923000.0,S,Greg,2016-05-22,11.1,3025,3,1,2,740.0,184.81052631578947,1980,-37.8269,144.8455,Western Metropolitan,5132,1,736560,0.4902127659574468,-0.9981097779620154,0.2403085559076505
Bulleen,135 Manningham Rd,4,h,1085000.0,PI,Barry,2016-12-10,11.8,3105,4,2,1,1124.0,225.0,1960,-37.7679,145.0958,Eastern Metropolitan,4480,0,736284,0.2553191489361702,-0.0334149770076743,0.06518786781349026
Sunshine,9 Una St,3,h,695000.0,S,Sweeney,2016-08-22,12.6,3020,3,1,1,616.0,117.0,1930,-37.7842,144.843,Western Metropolitan,3755,0,736596,0.5208510638297872,-0.9914303140822635,0.271285830692621
Footscray,18/55 Moreland St,3,u,855000.0,S,Jas,2017-06-17,5.1,3011,3,2,2,129.36157894736843,129.36157894736843,2014,-37.80443,144.90642,Western Metropolitan,7570,1,736787,0.683404255319149,-0.4063295122520133,0.46704137618832053
Brighton East,55 Baird St,4,h,2050000.0,SP,Marshall,2016-10-15,10.7,3187,4,2,4,678.0,233.0,1940,-37.9255,145.0118,Southern Metropolitan,6938,0,736410,0.3625531914893617,-0.6497021488412739,0.13144481665912178
